overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0_TFx	>0-0.05_TFx	>=0.05_TFx
0.82466	0.89333	0.88889	0.83200	0.57500	0.95200	0.84970	0.76111	0.73804	0.87407	0.84889	0.76267	0.76635	0.81333	0.96444
0.86381	0.95584	0.86193	0.92338	0.48052	0.96364	0.95960	0.90673	0.83360	0.90347	0.79091	0.82468	0.77247	0.88456	0.98202
0.84897	0.90541	0.83699	0.54545	0.90428	0.98919	0.89575	0.97297	0.81204	0.86783	0.87568	0.78378	0.78165	0.89591	0.81081
0.84320	0.93067	0.86957	0.89412	0.43048	0.93199	0.94730	0.91422	0.80987	0.89162	0.74706	0.81740	0.81731	0.81908	0.96534
0.82792	0.96104	0.84694	0.70408	0.78409	0.99351	0.97294	0.72150	0.78095	0.80962	0.90584	0.87825	0.72078	0.87175	0.85325
0.86039	0.96353	0.90956	0.73176	0.70588	0.99216	0.89542	0.88487	0.81804	0.89052	0.85701	0.82745	0.80972	0.90588	0.81357
0.85450	0.94444	0.94841	0.98611	0.73413	0.99660	0.95635	0.63095	0.85714	0.83360	0.87831	0.93707	0.83810	0.85511	0.88203
0.83502	0.92842	0.83409	0.80855	0.65751	0.98718	0.91941	0.78755	0.81107	0.84647	0.79103	0.90598	0.78991	0.83260	0.98333
0.85929	0.95129	0.88973	0.90525	0.70548	0.99315	0.89384	0.75723	0.80573	0.88356	0.80137	0.86177	0.82583	0.84230	0.93295
0.91193	0.95286	0.93022	0.87662	0.87333	0.99714	0.97143	0.81939	0.89456	0.92245	0.85982	0.97143	0.82914	0.93051	0.98681
0.81300	0.91667	0.78730	0.76587	0.74405	0.95833	0.86607	0.72619	0.84273	0.78149	0.80952	0.84524	0.74313	0.85681	0.83690
0.83053	0.92051	0.83822	0.84266	0.67366	0.99573	0.85431	0.78547	0.73077	0.86342	0.77324	0.88077	0.77120	0.82459	0.93665
0.85409	0.97831	0.79659	0.74621	0.82955	0.95455	0.96970	0.81723	0.88724	0.84143	0.82449	0.89205	0.76052	0.89103	0.97475
0.81660	0.79878	0.80700	0.79065	0.66510	0.98171	0.87317	0.89962	0.81707	0.83252	0.78236	0.74878	0.73877	0.82741	0.89212
0.82217	0.89067	0.86500	0.95048	0.44593	0.84533	0.89905	0.73697	0.80549	0.82850	0.79333	0.82370	0.75556	0.81576	0.96089
0.83137	0.95476	0.87469	0.93849	0.48214	0.99048	0.91017	0.85897	0.78016	0.89576	0.75794	0.80612	0.68320	0.87415	0.87897
0.85503	0.92121	0.93043	0.84179	0.66588	1.00000	0.92929	0.75788	0.87384	0.84014	0.87987	0.86364	0.82365	0.85655	0.88617
0.80565	0.86353	0.78080	0.86952	0.72727	0.90980	0.94118	0.73412	0.82275	0.81064	0.75980	0.85176	0.73647	0.81046	0.92235
0.84679	0.97297	0.93436	0.82432	0.55037	1.00000	0.96697	0.81381	0.81982	0.87297	0.80405	0.88007	0.77240	0.86241	0.91278
0.85267	0.94643	0.81875	0.75926	0.80093	0.96032	0.89468	0.85741	0.84524	0.88211	0.82265	0.76235	0.81597	0.85875	0.89005
0.87378	0.89018	0.87907	0.78541	0.77261	0.98450	0.93023	0.92442	0.88009	0.91503	0.78354	0.80669	0.84047	0.88106	0.90988
0.80984	0.78002	0.78947	0.95185	0.63973	0.89198	0.88117	0.81944	0.85679	0.81845	0.77284	0.71958	0.76223	0.79910	0.94650
0.86000	0.85846	0.87585	0.86173	0.81013		0.88802	0.83703	0.85485	0.85513	0.89873	0.83924	0.80928	0.87166	0.92480
0.80723	0.88346	0.81424	0.85526	0.73445	0.91228	0.81086	0.75000	0.80443	0.81815	0.81955	0.72368	0.77632	0.79688	0.90789
0.85200	0.94093	0.85292	0.79385	0.71772	1.00000	0.87201	0.91730	0.76723	0.89934	0.79494	0.86551	0.78541	0.85856	0.95167
0.85015	0.93280	0.85269	0.68638	0.83871	0.99642	0.89821	0.75073	0.87097	0.86045	0.79659	0.81183	0.85414	0.85533	0.82111
0.85783	0.96635	0.87938	0.64861	0.67708	0.99167	0.88523	0.89038	0.75469	0.89622	0.84625	0.85250	0.78920	0.87104	0.93854
0.85812	0.91862	0.84453	0.97027	0.42488	0.92606	0.90610	0.85739	0.89103	0.89155	0.72334	0.84977	0.77687	0.85168	0.99095
0.87864	0.86447	0.89629	0.78122	0.78681	0.98242	0.93093	0.96154	0.84954	0.90385	0.84890	0.85714	0.68884	0.94371	0.98291
0.87164	0.95856	0.85381	0.80515	0.70147	0.99265	0.95196	0.84664	0.81747	0.89670	0.82230	0.95404	0.84133	0.86765	0.92255
0.81221	0.91486	0.81039	0.86526	0.50909	0.96104	0.92597	0.76623	0.88203	0.84261	0.61865	0.87662	0.70198	0.82785	0.93074
0.85058	0.92222	0.91190	0.88105	0.50333	1.00000	0.91235	0.81389	0.84931	0.89714	0.77630	0.84861	0.75291	0.87009	0.93125
0.83802	0.86147	0.76077	0.89610	0.78442	0.94545	0.86234	0.85877	0.86068	0.83636	0.82004	0.81688	0.78671	0.84416	0.94935
0.87282	0.96732	0.92092	0.80686	0.69265	0.98235	0.90686	0.85221	0.84338	0.90260	0.89510	0.70084	0.84219	0.87346	0.96863
0.83016	0.89810	0.90655	0.57143	0.65857	0.99524	0.89107	0.92987	0.74354	0.86584	0.90952	0.75974	0.73744	0.86687	0.89898
0.81682	0.92759	0.85225	0.91573	0.51236	0.94757	0.89888	0.74799	0.89551	0.83511	0.78255	0.80197	0.80212	0.79579	0.87828
0.84500	0.95278	0.82000	0.85568	0.70417	0.97000	0.92333	0.77396	0.88403	0.84179	0.81641	0.82768	0.81595	0.84915	0.90000
0.84088	0.97727	0.84313	0.84531	0.72727	0.98250	0.82679	0.76250	0.78333	0.84787	0.90417	0.84167	0.77237	0.85052	0.96071
0.85461	0.97368	0.85614	0.88684	0.57602	0.97105	0.92352	0.81743	0.81424	0.86901	0.82018	0.92982	0.79644	0.85400	0.94737
0.79368	0.71538	0.88706	0.57459	0.59936	1.00000	0.96737	0.79872	0.77707	0.79750	0.81558	0.70833	0.75694	0.81457	0.79615
0.85122	0.91470	0.87199	0.83422	0.62257	0.98148	0.91111	0.80864	0.76543	0.88496	0.76389	0.89352	0.80296	0.83550	0.96296
0.81187	0.83275	0.81602	0.82942	0.57042	0.84789	0.84225	0.79225	0.81954	0.79656	0.84038	0.94366	0.76889	0.80660	0.97787
0.79424	0.90947	0.83366	0.89969	0.42078	0.95473	0.96420	0.77531	0.88604	0.82986	0.74250	0.69547	0.75154	0.80981	0.85031
0.83451	0.89649	0.88169	0.69024	0.73302	1.00000	0.84156	0.83951	0.75154	0.85859	0.87542	0.81173	0.74611	0.86978	0.87390
0.81360	0.89502	0.86533	0.77116	0.46970	0.99702	0.93040	0.83466	0.82292	0.86637	0.69643	0.68027	0.74802	0.85271	0.79563
0.81058	0.96296	0.89019	0.84624	0.41975	0.93004	0.96708	0.75473	0.85565	0.81839	0.80521	0.69136	0.83539	0.76343	0.94650
0.77360	0.88185	0.79658	0.92846	0.36986	1.00000	0.85181	0.78904	0.66210	0.82648	0.70320	0.81233	0.67694	0.76305	0.98209
0.79630	0.92998	0.82714	0.87215	0.56735	0.94521	0.85997	0.70434	0.78207	0.83757	0.74658	0.71461	0.72653	0.81507	0.89384
0.89663	0.96437	0.93594	0.75946	0.73311	0.98919	0.95367	0.84846	0.87411	0.91861	0.86486	0.80743	0.83639	0.92980	0.93750
0.88249	0.97105	0.92544	0.79545	0.68586	0.98246	0.92982	0.89271	0.87544	0.92299	0.83373	0.80502	0.75905	0.91316	0.93660
0.86235	0.85075	0.82504	0.81493	0.81045	0.98721	0.95274	0.82361	0.91138	0.85782	0.80597	0.83209	0.85075	0.87537	0.83831
0.83283	0.92381	0.87810	0.75833	0.65429	0.94667	0.90889	0.83487	0.78489	0.84103	0.85867	0.81185	0.81333	0.83173	0.89333
0.81623	0.89157	0.84911	0.82913	0.55723	0.97246	0.98107	0.78795	0.77008	0.85676	0.72992	0.76975	0.73645	0.84028	0.95884
0.81662	0.86892	0.77665	0.73773	0.70613	0.97868	0.85233	0.89826	0.76899	0.83850	0.82290	0.81229	0.75988	0.83389	0.83721
0.83742	0.90572	0.90947	0.58162	0.56944	0.99118	0.91738	0.82363	0.74724	0.89323	0.85565	0.77366	0.76150	0.85861	0.89744
0.85598	0.89251	0.89493	0.86660	0.56988	0.97283	0.94763	0.78656	0.85947	0.83454	0.97826	0.79941	0.79823	0.86502	0.89716
0.86709	0.97701	0.91954	0.97537	0.56233	0.98276	0.98420	0.87694	0.78376	0.93487	0.84253	0.84052	0.81240	0.89259	0.92365
0.84637	0.96250	0.84293	0.87841	0.68437	0.95417	0.91818	0.85000	0.81083	0.85833	0.81397	0.89875	0.80163	0.83546	0.95804
0.82469	0.86806	0.85054	0.89712	0.48500	0.96667	0.88125	0.86875	0.87500	0.85174	0.72500	0.74643	0.72614	0.83111	0.96923
0.79795	0.86538	0.85630	0.93376	0.41841	1.00000	0.81154	0.86081	0.78205	0.84709	0.72650	0.76282	0.74306	0.81174	0.85897
0.83168	0.90789	0.83254	0.87368	0.61711	0.94079	0.86696	0.80592	0.72368	0.87193	0.77820	0.83388	0.80466	0.81129	0.94534
0.84068	0.97143	0.86601	0.81111	0.72346	0.96111	0.83737	0.81667	0.81905	0.85278	0.93194	0.79815	0.81373	0.83964	0.88586
0.83349	0.92989	0.83447	0.85884	0.70357	0.98469	0.90136	0.74065	0.85034	0.81683	0.93006	0.87755	0.79348	0.83145	0.90476
0.82082	0.89845	0.81354	0.82530	0.70817	0.96988	0.85622	0.76552	0.83434	0.81459	0.83821	0.75387	0.77811	0.82960	0.87550
0.83718	0.89028	0.93269	0.73625	0.57500	0.99792	0.95250	0.72917	0.79250	0.88198	0.80446	0.70417	0.78478	0.84375	0.93750
0.81112	0.91211	0.81903	0.93367	0.51493	0.88955	0.85970	0.78706	0.78555	0.82471	0.80348	0.84803	0.72299	0.81903	0.94136
0.78620	0.84302	0.85714	0.80233	0.46657	0.92791	0.89218	0.66764	0.72093	0.81912	0.82558	0.71221	0.70979	0.79212	0.94535
0.84982	0.96232	0.92019	0.75604	0.67277	0.93223	0.91209	0.83310	0.72920	0.88936	0.82344	0.89796	0.73940	0.87506	0.93250
0.79614	0.84375	0.86467	0.95000	0.36500	0.97750	0.95577	0.84615	0.84917	0.86935	0.62125	0.69231	0.71688	0.80357	0.89792
0.82457	0.98639	0.88435	0.81994	0.52721	0.86012	0.88492	0.73718	0.69473	0.86463	0.81349	0.89732	0.75758	0.82080	0.95933
0.84802	0.98193	0.90534	0.85341	0.60392	1.00000	0.96235	0.76908	0.79611	0.87722	0.75783	0.91807	0.82859	0.83287	0.96118
0.88294	0.96475	0.91972	0.76786	0.80519	0.97662	0.93606	0.78821	0.84821	0.87389	0.92063	0.95094	0.83459	0.90124	0.89492
0.83535	0.92949	0.90641	0.53462	0.69872	0.98901	0.84418	0.96538	0.75962	0.94080	0.84135	0.52015	0.77404	0.89744	0.71499
0.88221	0.94709	0.93424	0.88203	0.73810	1.00000	0.93651	0.75496	0.78501	0.89069	0.95015	0.90079	0.89000	0.88578	0.85884
0.82293	0.98765	0.83259	0.43981	0.88889	0.99588	0.93951	0.76543	0.77881	0.84251	0.80335	0.80658	0.77975	0.85467	0.81975
0.82887	0.91139	0.88045	0.69426	0.58734	0.98312	0.89298	0.91660	0.76694	0.88907	0.72152	0.90506	0.74481	0.87131	0.85549
0.82913	0.90803	0.82097	0.73913	0.61594	0.97283	0.96377	0.83498	0.90217	0.82107	0.75725	0.82298	0.81217	0.84954	0.79982
0.81848	0.92083	0.85326	0.70536	0.73750	0.98750	0.90417	0.71979	0.79750	0.83555	0.76417	0.87000	0.70761	0.85270	0.96111
0.82581	0.93513	0.83966	0.82911	0.63133	0.95570	0.90506	0.79260	0.83017	0.83002	0.78608	0.84951	0.77468	0.80322	0.95208
0.83726	0.94578	0.87127	0.76867	0.67068	0.98795	0.93173	0.77959	0.85693	0.84197	0.83993	0.77108	0.79660	0.85710	0.82256
0.82680	0.98765	0.87269	0.81944	0.58025	0.98148	0.90638	0.64021	0.80590	0.87017	0.78086	0.74250	0.81605	0.82191	0.87243
0.79568	0.83117	0.86860	0.73436	0.57662	1.00000	0.76994	0.84715	0.63915	0.87760	0.75195	0.70315	0.70412	0.84249	0.82684
0.82092	0.86466	0.84211	0.78618	0.65226	0.96053	0.91148	0.80383	0.84072	0.84994	0.71842	0.82895	0.80082	0.82065	0.90602
0.83553	0.91865	0.89839	0.93827	0.31349	0.90972	0.90064	0.81296	0.76296	0.89236	0.85532	0.76215	0.73538	0.85833	0.90856
0.84867	0.96296	0.94268	0.60847	0.59722	0.99691	0.98080	0.81893	0.78241	0.88289	0.85009	0.93827	0.86900	0.84175	0.83614
0.81653	0.83467	0.81016	0.79030	0.54667	0.97556	0.88485	0.90444	0.75917	0.87481	0.78196	0.71778	0.70173	0.86500	0.96167
0.90407	0.96154	0.91987	0.85328	0.91368	0.99231	0.97222	0.81646	0.88120	0.90862	0.88095	0.93732	0.83222	0.92475	0.94302
0.87201	0.86873	0.85457	0.86486	0.75169	0.99662	0.95946	0.82095	0.86126	0.86655	0.86798	0.93844	0.83398	0.88266	0.91723
0.87063	0.92905	0.91849	0.81402	0.55052	0.97256	0.95528	0.83435	0.82825	0.90499	0.82805	0.81030	0.76694	0.87918	0.98593
0.87226	0.94064	0.87493	0.78082	0.70034	0.95205	0.91324	0.90660	0.81258	0.90692	0.81849	0.95434	0.80875	0.88973	0.94031
0.87533	0.96471	0.86928	0.67206	0.67353	0.99216	0.97861	0.93824	0.84768	0.89706	0.93987	0.78235	0.85706	0.87149	0.91493
0.87193	0.94017	0.91564	0.86420	0.64074	0.99691	0.93210	0.84046	0.85714	0.90416	0.78395	0.89352	0.80312	0.87907	0.95473
0.85127	0.93254	0.86319	0.87674	0.66667	0.91821	0.92842	0.76768	0.83565	0.87083	0.77679	0.92857	0.78056	0.86314	0.94979
0.86937	0.96547	0.91723	0.75364	0.83671	0.98649	0.93612	0.78885	0.75914	0.89060	0.90021	0.93243	0.81216	0.88010	0.90700
0.82583	0.89489	0.87902	0.79580	0.47297	1.00000	0.94088	0.87725	0.91372	0.86849	0.73701	0.54054	0.76126	0.85736	0.86036
0.87340	0.96591	0.87229	0.92756	0.70312	0.96875	0.95455	0.75455	0.87767	0.87614	0.80909	0.98864	0.78977	0.88557	0.97159
0.80000	0.91978	0.83247	0.81558	0.48571	0.98095	0.92143	0.77429	0.73304	0.85135	0.71818	0.83766	0.75616	0.81313	0.87857
0.87363	0.95563	0.92078	0.69481	0.70130	0.99026	0.89286	0.95022	0.79740	0.91176	0.82251	0.86580	0.84211	0.89502	0.85227
0.83873	0.97674	0.83660	0.96977	0.61734	1.00000	0.89624	0.81880	0.77054	0.86934	0.76246	0.91279	0.74363	0.86250	0.96948
0.85604	0.91608	0.87424	0.83654	0.53663	0.99231	0.88333	0.87660	0.79980	0.92125	0.80678	0.79586	0.74638	0.89530	0.90456
0.81080	0.75294	0.88419	0.78971	0.65107	0.93627	0.93592	0.67647	0.79876	0.81042	0.89305	0.66471	0.74532	0.81554	0.89811
0.81964	0.92488	0.86197	0.70986	0.48451	0.97653	0.90297	0.84038	0.82797	0.87500	0.68427	0.75000	0.74782	0.85915	0.81690
0.82037	0.92500	0.87031	0.70278	0.75250	0.93438	0.86125	0.74766	0.76094	0.82633	0.82250	0.87500	0.74087	0.84535	0.90312
0.76532	0.80000	0.84116	0.84272	0.44962	0.94085	0.92190	0.70511	0.65446	0.79201	0.82232	0.80080	0.72376	0.78607	0.80869
0.78474	0.85648	0.82775	0.89506	0.49383	0.89300	0.81893	0.79877	0.71523	0.85267	0.65993	0.80658	0.69178	0.83203	0.86644
0.77203	0.89867	0.78731	0.91628	0.31654	0.89244	0.89390	0.75045	0.77253	0.83125	0.63425	0.85174	0.71670	0.76274	0.90601
0.84539	0.99537	0.93787	0.76620	0.58449	1.00000	0.96032	0.75417	0.78914	0.90670	0.81528	0.76190	0.79386	0.85990	0.87374
0.81830	0.86393	0.84211	0.84807	0.60274	0.87397	0.93242	0.70179	0.78213	0.82844	0.83562	0.89041	0.72603	0.85441	0.89315
0.83085	0.97994	0.86905	0.75758	0.60185	0.99306	0.91667	0.78611	0.75992	0.88426	0.81548	0.77273	0.77000	0.83996	0.90556
0.82182	0.89329	0.80211	0.77494	0.69512	0.99593	0.94106	0.77861	0.86463	0.80981	0.75235	0.90133	0.77500	0.85491	0.80217
0.81413	0.95200	0.84741	0.66424	0.67417	0.99733	0.88222	0.84667	0.71030	0.85556	0.79273	0.73556	0.78048	0.83091	0.83111
0.79975	0.90756	0.78964	0.77574	0.69796	0.98039	0.88235	0.75936	0.88130	0.78243	0.75196	0.82754	0.72455	0.82729	0.86397
0.81885	0.86735	0.84226	0.82639	0.57792	0.95238	0.93254	0.82500	0.81502	0.85340	0.77307	0.75132	0.72143	0.84023	0.96645
0.80213	0.86182	0.78963	0.62303	0.72952	0.94400	0.93091	0.79556	0.69867	0.82016	0.79686	0.86333	0.69030	0.82927	0.91444
0.86998	0.93133	0.88971	0.85783	0.66594	0.99656	0.87801	0.90462	0.89232	0.89742	0.80259	0.91767	0.85663	0.86833	0.90361
0.84284	0.86479	0.80352	0.86747	0.68434	1.00000	0.88499	0.88052	0.88353	0.85770	0.73165	0.86596	0.75803	0.87091	0.95984
0.85560	0.92464	0.87757	0.77851	0.80482	0.98684	0.86842	0.84809	0.79474	0.86361	0.84569	0.91667	0.79555	0.89185	0.86316
0.88009	0.97945	0.92667	0.75038	0.64992	0.98402	0.94031	0.88514	0.88767	0.90092	0.90411	0.82192	0.85479	0.88356	0.90727
0.81593	0.93760	0.87983	0.71593	0.60920	0.99310	0.92465	0.68506	0.84943	0.83251	0.79803	0.72759	0.73691	0.85390	0.91461
0.84763	0.95017	0.81459	0.86742	0.67841	0.99773	0.86506	0.81250	0.85724	0.87184	0.78202	0.86174	0.75639	0.86054	0.92872
0.87375	0.91049	0.89630	0.87991	0.61420	0.91975	0.92695	0.89107	0.80401	0.90715	0.87929	0.80741	0.79656	0.89146	0.94492
0.82430	0.85143	0.88381	0.82267	0.62933	0.95111	0.91111	0.73667	0.74600	0.84901	0.83714	0.89714	0.70061	0.86281	0.90667
0.81278	0.90447	0.82976	0.61463	0.77317	0.95122	0.97832	0.71951	0.79268	0.80457	0.84959	0.75610	0.71122	0.84428	1.00000
0.87218	0.94722	0.90536	0.75000	0.73594	0.98929	0.84107	0.89844	0.78500	0.92844	0.81591	0.85556	0.78452	0.91458	0.89464
0.81670	0.92169	0.83700	0.81325	0.66506	0.95783	0.92599	0.75435	0.79981	0.82430	0.81124	0.79518	0.73874	0.82574	0.92771
0.82137	0.93905	0.89244	0.78311	0.72121	0.99111	0.93524	0.64308	0.73846	0.81910	0.86061	0.86083	0.82377	0.80455	0.86667
0.90235	0.97470	0.91279	0.87952	0.87450	0.99699	0.97590	0.74699	0.88230	0.88870	0.90581	0.98946	0.82190	0.93056	0.95422
0.84467	0.91059	0.88141	0.72549	0.63636	0.98588	0.90850	0.82567	0.74208	0.89412	0.77466	0.92647	0.79782	0.87591	0.83529
0.80390	0.90541	0.87603	0.95086	0.38773	0.91892	0.84615	0.81532	0.76216	0.87047	0.73153	0.73649	0.73403	0.80333	0.96081
0.82153	0.86364	0.88406	0.63774	0.73569	0.99242	0.82035	0.81364	0.71886	0.86330	0.78620	0.82984	0.74074	0.84916	0.88853
0.83512	0.98826	0.86242	0.81898	0.60685	0.97260	0.90068	0.77740	0.74429	0.87736	0.77438	0.85479	0.75415	0.83506	0.93790
0.81790	0.93416	0.85350	0.72922	0.64660	0.99588	0.93580	0.76852	0.82793	0.81915	0.70645	0.88752	0.68158	0.87521	0.92256
0.79709	0.80471	0.77895	0.89043	0.39859	0.87517	0.89815	0.85626	0.83745	0.81217	0.75309	0.74427	0.60123	0.83226	0.98868
0.83766	0.93632	0.85542	0.84458	0.77547	1.00000	0.94779	0.71687	0.81807	0.80866	0.89759	0.88985	0.86886	0.81440	0.85422
0.83972	0.97468	0.95038	0.87468	0.57776	1.00000	0.89331	0.74684	0.74609	0.90318	0.81736	0.79536	0.80696	0.84204	0.90014
0.85425	0.91765	0.86240	0.84385	0.80428	0.99529	0.84538	0.73137	0.77132	0.88173	0.80882	0.90980	0.79898	0.86618	0.94248
0.87547	0.92639	0.88452	0.91250	0.74750	0.98750	0.92917	0.80982	0.88942	0.87887	0.85000	0.88750	0.85300	0.86512	0.95937
0.79738	0.85000	0.86483	0.92500	0.52121	1.00000	0.97890	0.80475	0.72727	0.85050	0.80070	0.73485	0.75379	0.80051	0.89773
0.86094	0.95799	0.87140	0.74661	0.96341	0.96037	0.90346	0.72233	0.83362	0.83902	0.94411	0.92276	0.82561	0.87619	0.86142
0.79153	0.90897	0.76781	0.81891	0.61966	0.98718	0.85737	0.74038	0.73427	0.80958	0.79371	0.77273	0.70128	0.80863	0.92949
0.84271	0.98864	0.85076	0.89286	0.65828	0.92045	0.91071	0.89205	0.87216	0.88123	0.76136	0.78409	0.73807	0.88499	0.91250
0.82762	0.96739	0.85678	0.71443	0.70652	1.00000	0.86549	0.85550	0.79431	0.86928	0.74012	0.80571	0.75959	0.84187	0.87409
0.83901	0.96296	0.88224	0.84774	0.52840	0.89630	0.92798	0.83821	0.89352	0.88237	0.64506	0.82840	0.72320	0.86949	0.95679
0.84779	0.93042	0.82326	0.80864	0.80532	0.99588	0.85700	0.84287	0.80247	0.86448	0.78227	0.89012	0.79951	0.84259	0.94885
0.78909	0.77429	0.81429	0.93896	0.36667	0.88393	0.85476	0.83651	0.82095	0.78571	0.79870	0.71429	0.71319	0.78528	0.95055
0.84657	0.94156	0.88766	0.77110	0.52597	0.95844	0.89747	0.82771	0.73636	0.90456	0.81262	0.89610	0.79468	0.84524	0.91444
0.84646	0.92829	0.84783	0.80426	0.81279	0.96013	0.83900	0.77829	0.77770	0.86150	0.84238	0.88469	0.74751	0.86337	0.91715
0.83730	0.94444	0.84127	0.95408	0.73810	1.00000	0.89435	0.72449	0.80714	0.83730	0.82684	0.91837	0.74881	0.85119	0.99256
0.87315	0.94533	0.91420	0.77778	0.92593	0.97840	0.95286	0.77560	0.84362	0.85185	0.91461	0.95926	0.81521	0.89344	0.96633
0.84462	0.94007	0.80369	0.73062	0.71429	0.96512	0.91134	0.93721	0.76647	0.87145	0.78436	0.89244	0.82392	0.83003	0.91113
0.87388	0.90804	0.92895	0.91250	0.74028	0.97656	0.93929	0.68523	0.82955	0.89167	0.79722	0.90625	0.80598	0.88560	0.98750
0.84220	0.91571	0.89047	0.79108	0.71264	0.98467	0.94397	0.82759	0.76658	0.87849	0.87069	0.79222	0.75000	0.85883	0.95089
0.86950	0.90355	0.84788	0.72125	0.89146	0.95122	0.90976	0.86253	0.82151	0.86287	0.89126	0.92988	0.80011	0.89292	0.91839
0.91667	0.91279	0.94002	0.87984	0.91628	0.98547	0.99419	0.80465	0.90465	0.90638	0.88055	0.99419	0.84157	0.95807	0.94574
0.88514	0.93750	0.84044	0.92292	0.54375	0.95625	0.94306	0.94722	0.93125	0.89020	0.80455	0.87955	0.87679	0.85844	0.98077
0.84258	0.92520	0.84114	0.75791	0.76854	0.95886	0.80934	0.86306	0.70886	0.87690	0.86582	0.90334	0.77268	0.84007	0.97955
0.84328	0.97343	0.87769	0.80385	0.62974	0.98205	0.95385	0.78901	0.76573	0.88766	0.79615	0.88718	0.78313	0.85801	0.93974
0.83432	0.96250	0.87338	0.75934	0.78961	0.98214	0.91327	0.69333	0.83129	0.83683	0.81039	0.85571	0.81735	0.83968	0.85102
0.80704	0.84287	0.83148	0.77778	0.71502	0.98354	0.77778	0.82593	0.69300	0.86610	0.70819	0.85362	0.69198	0.82211	0.98903
0.81430	0.92235	0.84655	0.77059	0.54570	0.98824	0.90735	0.87380	0.80882	0.85754	0.74314	0.72941	0.72534	0.85609	0.86588
0.78401	0.86275	0.83333	0.89840	0.32941	0.72941	0.86235	0.83608	0.76639	0.83630	0.71634	0.71855	0.64399	0.80230	0.96050
0.80904	0.98192	0.92168	0.78340	0.41139	0.96835	0.84529	0.82447	0.65009	0.92166	0.76203	0.69078	0.77330	0.81142	0.88608
0.80878	0.89261	0.79165	0.91147	0.55634	0.90141	0.92817	0.77230	0.80080	0.80249	0.79812	1.00000	0.70070	0.84802	1.00000
0.83475	0.86735	0.88571	0.73636	0.74026	0.97143	0.81633	0.88690	0.71429	0.89305	0.82571	0.73929	0.72476	0.85505	0.90909
0.82427	0.97222	0.75446	0.71354	0.79492	0.95573	0.93750	0.72545	0.80104	0.81010	0.84375	0.90625	0.81801	0.81686	0.85697
0.83998	0.93223	0.82590	0.87349	0.79277	0.94458	0.77108	0.82298	0.75377	0.87034	0.82048	0.86988	0.73384	0.86008	0.96084
0.84968	0.90682	0.94938	0.88750	0.57321		0.90312	0.73083	0.78812	0.85682	0.96250	0.87083	0.84231	0.84187	0.89545
0.81187	0.86389	0.85417	0.89896	0.48661	0.98438	0.98125	0.78523	0.83036	0.83590	0.86696	0.71000	0.73281	0.81892	0.90278
0.83545	0.94706	0.92794	0.72824	0.71041	1.00000	0.93882	0.77778	0.80588	0.85370	0.83373	0.78088	0.81016	0.85141	0.81569
0.84232	0.88834	0.83951	0.77038	0.75870	0.94565	0.84541	0.87375	0.73188	0.87042	0.84203	0.88406	0.71110	0.87940	0.92029
0.88978	0.94173	0.89411	0.91148	0.75000	0.99671	0.99123	0.77851	0.86184	0.87360	0.91148	0.95215	0.89254	0.85845	0.97039
0.82158	0.91667	0.82228	0.70311	0.78228	0.93671	0.88924	0.78101	0.76266	0.83544	0.80696	0.86618	0.74736	0.84009	0.90104
0.78345	0.91205	0.88079	0.76975	0.48521	1.00000	0.88072	0.70224	0.80904	0.79485	0.70436	0.93373	0.73442	0.80361	0.81024
0.81136	0.88481	0.84114	0.78366	0.48259	0.94515	0.91953	0.73629	0.80136	0.83273	0.84720	0.73993	0.77013	0.81210	0.89451
0.82961	0.92546	0.90717	0.73223	0.67370	1.00000	0.90014	0.76492	0.73807	0.85811	0.77100	0.88924	0.76013	0.84948	0.87722
0.83947	0.95181	0.79639	0.90241	0.70482	0.92771	0.78514	0.87851	0.76506	0.86747	0.85652	0.77711	0.77453	0.84925	0.94645
0.83247	0.87636	0.90667	0.76833	0.67704	0.99200	0.86074	0.73600	0.74800	0.86070	0.80314	0.93778	0.75298	0.84327	0.90462
0.82706	0.93852	0.82869	0.90506	0.57089	0.97975	0.93291	0.78402	0.76241	0.86392	0.73277	0.86920	0.69397	0.85782	0.91254
0.79087	0.84557	0.80190	0.87553	0.40506	0.93671	0.90981	0.78928	0.77426	0.78797	0.73418	0.96456	0.68412	0.82603	0.88861
0.83704	0.88889	0.86205	0.83719	0.58554	0.98354	0.90672	0.80384	0.82526	0.86214	0.82267	0.78307	0.75845	0.86451	0.89609
0.81413	0.89241	0.84256	0.71097	0.69620	0.98734	0.94684	0.76992	0.75029	0.82248	0.83122	0.80759	0.78481	0.81240	0.85373
0.86973	0.92837	0.82543	0.80808	0.84697	0.99495	0.86915	0.91667	0.90989	0.87918	0.80736	0.83523	0.79576	0.90496	0.89277
0.80594	0.95055	0.82459	0.87892	0.51538	0.92308	0.93590	0.69615	0.83516	0.81197	0.76457	0.82906	0.67277	0.84709	0.90676
0.82101	0.90873	0.83031	0.72475	0.69599	0.99802	0.93056	0.74038	0.76389	0.83333	0.87361	0.72619	0.78261	0.83176	0.85256
0.80614	1.00000	0.85156	0.84375	0.29563	0.95238	0.88462	0.69444	0.68333	0.86193	0.82755	0.81636	0.69690	0.81146	0.92361
