overall	high_tfx	low_tfx
0.91987	0.95142	0.86154
0.88611	0.92500	0.71875
0.90171	0.95113	0.67857
0.90897	0.95833	0.78788
0.86063	0.91520	0.75000
0.80594	0.80417	0.84286
0.79630	0.84773	0.64286
0.90584	0.94737	0.72857
0.88750	0.92982	0.73333
0.95091	0.98611	0.71429
0.96640	0.97000	0.96000
0.91111	0.95989	0.77500
0.90934	0.92929	0.92500
0.84547	0.91534	0.65278
0.90710	0.94737	0.84722
0.89080	0.94444	0.66667
0.90370	0.90606	0.79167
0.90290	0.94589	0.62500
0.88142	0.93162	0.84444
0.88194	0.88995	0.87500
0.90260	0.93452	0.66667
0.92328	0.92584	1.00000
0.86735	0.89931	0.72222
0.90000	0.93750	0.73810
0.88615	0.97000	0.64286
0.87179	0.90476	0.77083
0.93880	0.95625	0.81250
0.82287	0.83333	0.80000
0.82759	0.85759	0.65000
0.90469	0.94105	0.61111
0.88149	0.88796	0.91429
0.91605	0.92157	0.90000
0.89286	0.92571	0.79167
0.88690	0.92368	0.67500
0.90476	0.93235	0.81250
0.92815	0.95139	0.84615
0.88615	0.92941	0.75556
0.91123	0.93333	0.77778
0.87138	0.88971	0.83673
0.90476	0.93627	0.75000
0.87500	0.89217	0.73333
0.95161	0.96250	0.81818
0.88571	0.91562	0.76000
0.90312	0.92839	0.79167
0.89805	0.90625	0.85714
0.89853	0.94410	0.69697
0.88538	0.87500	1.00000
0.87130	0.93421	0.61538
0.84588	0.87643	0.75000
0.88783	0.92593	0.78571
0.86000	0.84211	0.90000
0.92240	0.95588	0.71429
0.92627	0.93333	0.95238
0.88906	0.92105	0.80556
0.86862	0.90374	0.75758
0.87069	0.86335	0.88889
0.89211	0.92105	0.88636
0.84739	0.87879	0.76389
0.86022	0.89338	0.81429
0.92381	0.93537	0.88889
0.92949	0.93056	0.94444
0.83598	0.82500	0.90000
0.89174	0.90000	0.89583
0.85360	0.87857	0.84848
0.94886	0.98148	0.78571
0.87674	0.89474	0.72000
0.89601	0.95918	0.75000
0.86115	0.88406	0.75000
0.94540	0.97500	0.81818
0.96939	0.98701	0.95238
0.86143	0.86869	0.93333
0.81778	0.85714	0.41667
0.88296	0.92500	0.70909
0.90402	0.92188	0.73333
0.85628	0.89524	0.80000
0.80048	0.86835	0.72619
0.91447	0.92157	0.87500
0.89163	0.89683	0.88889
0.83939	0.84759	0.82500
0.91941	0.95873	0.73333
0.89655	0.93537	0.70833
0.88810	0.95299	0.70000
0.84832	0.88406	0.64583
0.93466	0.94286	0.87500
0.92475	0.94286	0.86667
0.78957	0.83690	0.61111
0.95556	0.97600	0.80000
0.84041	0.87912	0.85000
0.90556	0.94103	0.77778
0.87000	0.88889	0.79592
0.95507	0.98148	0.91667
0.83736	0.87105	0.70833
0.91652	0.92157	0.90000
0.85468	0.89615	0.83594
0.93077	0.95455	0.77778
0.87531	0.90909	0.72000
0.88329	0.88038	0.87500
0.93071	0.97090	0.78182
0.89000	0.93189	0.66667
0.88963	0.88920	0.85714
0.82483	0.86275	0.78788
0.87987	0.88430	0.92424
0.84858	0.90278	0.66667
0.86813	0.87662	0.85714
0.87231	0.91787	0.68750
0.90535	0.94762	0.71429
0.83200	0.85667	0.64000
0.91137	0.92105	1.00000
0.90720	0.91111	0.95238
0.88889	0.90652	0.77500
0.90000	0.91033	0.95000
0.87054	0.88889	0.80952
0.88306	0.95990	0.58000
0.89150	0.90374	0.80000
0.85355	0.87831	0.80000
0.93538	0.93791	0.93750
0.86728	0.90741	0.81944
0.88068	0.91353	0.75000
0.86458	0.87582	0.83333
0.92170	0.93810	0.88095
0.93400	0.94848	0.93333
0.94160	0.94974	0.93333
0.90261	0.90278	1.00000
0.82778	0.85417	0.72222
0.88218	0.91500	0.68750
0.82973	0.85152	0.66667
0.88471	0.92130	0.76190
0.86813	0.92330	0.63333
0.87821	0.94048	0.67500
0.94759	0.96211	0.91667
0.88906	0.92929	0.71429
0.90528	0.93939	0.70000
0.91172	0.94156	0.75000
0.89694	0.91919	0.68000
0.89565	0.90588	0.83333
0.93452	0.96405	0.86667
0.84129	0.92000	0.51852
0.86270	0.89286	0.74286
0.86975	0.90196	0.78846
0.87172	0.92995	0.66667
0.91935	0.93506	0.90741
0.89201	0.89703	0.84375
0.90177	0.96405	0.70000
0.86749	0.89236	0.66667
0.86418	0.88158	0.80769
0.94533	0.95238	1.00000
0.88587	0.93522	0.77273
0.86508	0.86667	0.87037
0.90833	0.93275	0.80556
0.83580	0.86970	0.68182
0.89272	0.93048	0.78333
0.83482	0.86364	0.88889
0.89037	0.91776	0.83333
0.88765	0.92182	0.62500
0.87521	0.89510	0.83929
0.94722	0.97656	0.89286
0.78269	0.83203	0.60000
0.90981	0.94617	0.63333
0.86058	0.90582	0.62857
0.90220	0.92997	0.81667
0.90596	0.93016	0.78571
0.92500	0.92941	0.87500
0.88762	0.88235	0.90000
0.87698	0.89931	0.69444
0.90154	0.95724	0.77778
0.89815	0.91579	0.82857
0.83148	0.88927	0.56667
0.90500	0.92105	0.82857
0.86330	0.90000	0.76190
0.89926	0.92986	0.12500
0.91040	0.97368	0.68182
0.88658	0.92667	0.83333
0.90338	0.93484	0.83333
0.86957	0.91544	0.57143
0.89429	0.89474	0.93333
0.88727	0.87566	0.94545
0.86111	0.89706	0.79167
0.95497	0.97727	0.86667
0.89511	0.91126	0.81250
0.83478	0.85197	0.83333
0.85500	0.89840	0.70833
0.86145	0.90476	0.68750
0.85833	0.83951	0.92857
0.93301	0.94697	0.90000
0.95000	0.95238	0.93750
0.89676	0.95833	0.75758
0.88923	0.89841	0.84000
0.85688	0.85714	0.75000
0.86357	0.89869	0.80303
0.88499	0.91816	0.77083
0.90909	0.90000	1.00000
0.92258	0.96471	0.51515
0.86143	0.93275	0.66667
0.84848	0.89298	0.72500
0.89828	0.90909	0.79630
0.91407	0.94444	0.86111
0.93047	0.92839	0.92593
0.86790	0.88816	0.77083
0.84314	0.88920	0.71667
0.86111	0.88315	0.84375
0.85536	0.87132	0.77273
0.89236	0.88571	0.92593
0.90519	0.90226	0.94444
0.89319	0.91615	0.85455
0.93223	0.98333	0.71667
0.85909	0.87500	0.77778
0.92866	0.93364	0.88333
0.85880	0.91146	0.68750
0.91954	0.93750	0.80000
0.91278	0.95000	0.96154
0.85613	0.86842	0.81250
0.88624	0.90058	0.82716
0.91645	0.94183	0.87143
0.91005	0.93062	0.80000
0.84073	0.87500	0.75000
0.92720	0.97321	0.85714
0.90828	0.92437	0.91111
0.88043	0.91176	0.74545
0.92903	0.97159	0.69444
0.91497	0.92982	0.85714
0.83103	0.85855	0.82500
0.80690	0.84412	0.76389
0.93645	0.93122	0.93750
0.89394	0.89216	0.93333
0.88615	0.92271	0.66667
0.90154	0.92593	0.83117
0.84585	0.88889	0.75556
0.83590	0.89120	0.62500
0.93357	0.98148	0.73214
0.85863	0.91950	0.72727
0.93931	0.92632	0.98000
0.85455	0.84190	0.92208
0.85714	0.87917	0.80808
0.90581	0.94258	0.79630
0.87429	0.86250	1.00000
0.88462	0.94583	0.77083
0.89333	0.93162	0.79762
0.91600	0.93882	0.77500
0.88462	0.92398	0.79221
0.83764	0.83295	0.83333
0.89060	0.90618	0.78125
0.91379	0.94118	0.78182
0.91223	0.91000	0.91667
0.83851	0.90123	0.66000
0.87190	0.89583	0.76190
0.85632	0.85000	0.87654
0.89969	0.90312	0.94444
0.82586	0.86111	0.81818
0.84259	0.91830	0.66667
0.90385	0.92273	0.83333
0.94004	0.96471	0.78571
0.82716	0.86717	0.58333
0.91693	0.95714	0.76389
0.82187	0.86505	0.70000
0.90982	0.91563	0.83673
0.81739	0.84706	0.60000
0.90373	0.96111	0.50000
0.90524	0.93301	0.86667
0.90930	0.90850	1.00000
0.90316	0.94444	0.85000
0.94357	0.94286	1.00000
0.86813	0.88571	0.80000
0.93645	0.97354	0.64000
0.86335	0.89474	0.75000
0.91910	0.93651	0.88000
0.89773	0.92208	0.72727
0.88158	0.92810	0.80000
0.89394	0.89916	0.83333
0.82441	0.90441	0.56667
0.89067	0.91304	0.83333
0.89694	0.94398	0.69444
0.90590	0.94398	0.75000
0.87500	0.90175	0.80000
0.91388	0.92500	0.86111
0.92800	0.97222	0.77273
0.89163	0.91005	0.87037
0.78416	0.84211	0.65278
0.91556	0.93281	0.85714
0.92971	0.95752	0.89583
